FCID	Date	Machine	Read Type	Path
H7KB7ADXX	10-03-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-03-2013_HiSeq_ChIP_flowcellB_H7KB7ADXX_SR_Rapid.txt
204NLABXX	07-26-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-26-2010_HiSeq_flowcell_204NLABXX_SR_Training.txt
61EH5AAXX	01-26-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-26-2010_Peter_flowcell_61EH5AAXX_SR.txt
H3C52AFX2	02-10-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/02-10-2020_NextSeq550_flowcell_H3C52AFX2_PE.txt
HCWJGBCXX	11-04-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-04-2015_HiSeq_ChIP_flowcellA_HCWJGBCXX_PE_Rapid.txt
C043MABXX	08-16-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-16-2011_HiSeq_flowcellA_C043MABXX_SR.txt
811R5AAXX	01-28-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-28-2011_HiSeq_flowcellB_811R5AAXX_SR.txt
HW2WGBCXX	08-24-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-24-2016_HiSeq_ChIP_flowcellB_HW2WGBCXX_SR_Rapid.txt
HGFWGBCXX	03-20-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-20-2018_HiSeq_ChIP_flowcellA_HGFWGBCXX_PE_Rapid.txt
C0YW1ACXX	07-26-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-26-2012_HiSeq_ChIP_flowcellA_C0YW1ACXX_SR.txt
61MVUAAXX	05-19-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-19-2010_Sarah_flowcell_61MVUAAXX_SR.txt
HJMKCADXX	03-17-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-17-2015_HiSeq_ChIP_flowcellA_HJMKCADXX_SR_Rapid.txt
HJ3TVBCXX	05-24-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-24-2018_HiSeq_ChIP_flowcellA_HJ3TVBCXX_PE_Rapid.txt
HJFKJBCXX	07-19-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-19-2018_HiSeq_ChIP_flowcellA_HJFKJBCXX_PE_Rapid.txt
HL52KBCXX	05-24-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-24-2017_HiSeq_ChIP_flowcellB_HL52KBCXX_PE_Rapid.txt
D25JNCXX	04-30-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-30-2013_HiSeq_Fish_flowcellA_D25JNCXX_SR.txt
HYH7TBCXX	10-04-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-04-2017_HiSeq_ChIP_flowcellA_HYH7TBCXX_PE_Rapid.txt
H3F32BBXX	09-08-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-08-2015_HiSeq_Dip_flowcellA_H3F32BBXX_PE.txt
H9HK2ADXX	05-07-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-07-2014_HiSeq_ChIP_flowcellB_H9HK2ADXX_SR_Rapid.txt
C1JF4ACXX	01-08-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-08-2013_HiSeq_ChIP_flowcellB_C1JF4ACXX_PE.txt
61G7WAAXX	04-02-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-02-2010_Sarah_flowcell_61G7WAAXX_SR_Cleveland.txt
D25PWCXX	07-01-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-01-2013_HiSeq_Fish_flowcellA_D25PWCXX_PE.txt
HHYLGBCXX	05-22-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-22-2018_HiSeq_ChIP_flowcellA_HHYLGBCXX_PE_Rapid.txt
C02WUABXX	09-21-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-21-2011_HiSeq_flowcellA_C02WUABXX_PE.txt
AAAKTVJM5	08-04-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/08-04-2020_NextSeq2000_flowcell_AAAKTVJM5_PE_P2.txt
HF7FWBCXX	01-27-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-27-2017_HiSeq_ChIP_flowcellA_HF7FWBCXX_PE_Rapid.txt
709CBAAXX	10-20-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-20-2010_Sarah_flowcell_709CBAAXX_SR.txt
61L84AAXX	11-08-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-08-2010_Sarah_flowcell_61L84AAXX_SR.txt
303LHAAAXX	06-03-2009	N/A	PE	/mnt/tscc/bil022/RenSix/txt/06-03-2009_peter_PE_flowcell_303LHAAAXX_PE.txt
C2RMGACXX	02-19-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-19-2014_HiSeq_Fish_flowcellA_C2RMGACXX_SR.txt
HYVNLBCXX	10-25-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-25-2016_HiSeq_ChIP_flowcellA_HYVNLBCXX_SR_Rapid.txt
C5P8WACXX	11-25-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-25-2014_HiSeq_Fish_flowcellA_C5P8WACXX_PE.txt
431TWAAXX	12-02-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-02-2009_Peter_flowcell_431TWAAXX_SR.txt
70H91AAXX	05-27-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-27-2011_Sarah_flowcell_70H91AAXX_SR.txt
C0YNPACXX	07-05-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-05-2012_HiSeq_ChIP_flowcellA_C0YNPACXX_SR.txt
HJHCMADXX	05-18-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-18-2015_HiSeq_ChIP_flowcellB_HJHCMADXX_SR_Rapid.txt
61MY1AAXX	05-20-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-20-2010_Peter_flowcell_61MY1AAXX_SR.txt
H5HJJBBXX	04-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-12-2016_HiSeq_DIP_flowcellA_H5HJJBBXX_PE.txt
C78G7ACXX	05-18-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-18-2015_HiSeq_Fish_flowcellA_C78G7ACXX_PE.txt
D257PACXX	07-02-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-02-2013_HiSeq_Fish_flowcellB_D257PACXX_SR.txt
HCH72BCXX	12-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-12-2016_HiSeq_ChIP_flowcellB_HCH72BCXX_PE_Rapid.txt
HC23TBCXX	03-13-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-13-2018_HiSeq_ChIP_flowcellB_HC23TBCXX_PE_Rapid.txt
HA5RLADXX	08-19-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-19-2014_HiSeq_ChIP_flowcellA_HA5RLADXX_PE_Rapid.txt
81GVMABXX	04-27-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-27-2011_HiSeq_flowcellB_81GVMABXX_PE.txt
HF5MWBCXX	10-21-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-21-2015_HiSeq_ChIP_flowcellB_HF5MWBCXX_SR_Rapid.txt
634TJAAXX	04-12-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-12-2011_Sarah_flowcell_634TJAAXX_SR.txt
D0NBEACXX	03-06-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-06-2012_HiSeq_ChIP_flowcellB_D0NBEACXX_SR.txt
64M47AAXX	07-18-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-18-2011_Sarah_flowcell_64M47AAXX_SR.txt
64PBGAAXX	08-01-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-01-2011_Sarah_flowcell_64PBGAAXX_SR.txt
62H1EAAXX	09-13-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-13-2010_Sarah_flowcell_62H1EAAXX_SR.txt
H5VJJBBXX	06-13-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-13-2016_HiSeq_DIP_flowcellA_H5VJJBBXX_SR.txt
70M2JAAXX	06-20-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-20-2011_Sarah_flowcell_70M2JAAXX_SR.txt
AAAJT3TM5	04-12-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/04-12-2020_NextSeq2000_flowcell_AAAJT3TM5_PE_P2.txt
HK2JJBCXX	04-08-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-08-2016_HiSeq_ChIP_flowcellA_HK2JJBCXX_PE_Rapid.txt
HB02AADXX	11-14-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-14-2014_HiSeq_ChIP_flowcellA_HB02AADXX_PE_Rapid.txt
HY2L3BCXX	08-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-12-2016_HiSeq_ChIP_flowcellA_HY2L3BCXX_PE_Rapid.txt
64PAWAAXX	09-02-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/09-02-2011_Sarah_flowcell_64PAWAAXX_SR.txt
H3T72BCXX	01-30-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-30-2018_HiSeq_ChIP_flowcellB_H3T72BCXX_PE_Rapid.txt
42BNTAAXX	05-26-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-26-2009_Peter_flowcell_42BNTAAXX_SR.txt
D049UABXX	07-06-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-06-2011_HiSeq_flowcellB_D049UABXX_PE.txt
H916BADXX	03-14-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-14-2014_HiSeq_ChIP_flowcellB_H916BADXX_PE_Rapid.txt
HCGHFCBX2	01-16-2020	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-16-2020_HiSeq_ChIP_flowcellA_HCGHFCBX2_PE_Rapid.txt
HB02KADXX	11-21-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-21-2014_HiSeq_ChIP_flowcellA_HB02KADXX_PE_Rapid.txt
C2GTUACXX	09-24-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-24-2013_HiSeq_Fish_flowcellA_C2GTUACXX_SR.txt
D0CM3ACXX	11-27-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-27-2012_HiSeq_ChIP_flowcellA_D0CM3ACXX_PE.txt
HJMMYADXX	02-23-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-23-2015_HiSeq_ChIP_flowcellB_HJMMYADXX_SR_Rapid.txt
70KL1AAXX	05-09-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-09-2011_Sarah_flowcell_70KL1AAXX_SR.txt
HMY32CBX2	12-13-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-13-2018_HiSeq_ChIP_flowcellB_HMY32CBX2_PE_Rapid.txt
HF3CJCBX2	03-04-2020	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-04-2020_HiSeq_ChIP_flowcellA_HF3CJCBX2_PE_Rapid.txt
H0Y72ADXX	08-13-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-13-2013_HiSeq_ChIP_flowcellB_H0Y72ADXX_SR_Rapid.txt
HGG32BCXX	04-04-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-04-2018_HiSeq_ChIP_flowcellB_HGG32BCXX_PE_Rapid.txt
42WNYAAXX	11-06-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-06-2009_Sarah_flowcell_42WNYAAXX_SR.txt
	11-13-2019	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/11-13-2019_NextSeq550_flowcell_xxxx_PE.txt
HBGKCADXX	01-13-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-13-2015_HiSeq_ChIP_flowcellB_HBGKCADXX_PE_Rapid.txt
HV5TGBCXX	08-17-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-17-2017_HiSeq_ChIP_flowcellA_HV5TGBCXX_PE_Rapid.txt
80PRCABXX	11-23-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-23-2010_HiSeq_flowcellA_80PRCABXX_SR.txt
C6MTCACXX	08-07-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-07-2015_HiSeq_ChIP_flowcellA_C6MTCACXX_PE.txt
H06T3ACXX	03-22-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-22-2013_HiSeq_ChIP_flowcellB_H06T3ACXX_SR_Rapid.txt
30HC3AAXX	05-15-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-15-2009_Sarah_Yeo_smRNA_SR.txt
H7KB0ADXX	10-17-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-17-2013_HiSeq_ChIP_flowcellA_H7KB0ADXX_SR_Rapid.txt
HJF7MADXX	03-18-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-18-2015_HiSeq_ChIP_flowcellA_HJF7MADXX_SR_Rapid.txt
H72CGBCXX	11-30-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-30-2016_HiSeq_ChIP_flowcellA_H72CGBCXX_PE_Rapid.txt
H764WADXX	08-26-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-26-2013_HiSeq_ChIP_flowcellA_H764WADXX_SR_Rapid.txt
HA5DKADXX	08-01-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-01-2014_HiSeq_ChIP_flowcellB_HA5DKADXX_PE_Rapid.txt
62278AAXX	06-14-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-14-2010_Sarah_flowcell_62278AAXX_SR.txt
HVWMKCBX2	02-07-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-07-2019_HiSeq_ChIP_flowcellB_HVWMKCBX2_PE_Rapid.txt
7098TAAXX	10-28-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-28-2010_Sarah_flowcell_7098TAAXX_SR.txt
H7657ADXX	09-19-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-19-2013_HiSeq_ChIP_flowcellA_H7657ADXX_SR_Rapid.txt
HJYGFBCXX	01-29-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-29-2016_HiSeq_ChIP_flowcellB_HJYGFBCXX_PE_Rapid.txt
H8KD7ADXX	03-26-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-26-2014_HiSeq_ChIP_flowcellB_H8KD7ADXX_SR_Rapid.txt
204PTABXX	10-12-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-12-2010_HiSeq_flowcellB_204PTABXX_SR.txt
H7KCGADXX	10-21-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-21-2013_HiSeq_ChIP_flowcellA_H7KCGADXX_SR_Rapid.txt
HMYGCBCXX	10-23-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-23-2018_HiSeq_ChIP_flowcellA_HMYGCBCXX_PE_Rapid.txt
H86T3ADXX	03-04-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-04-2014_HiSeq_ChIP_flowcellB_H86T3ADXX_SR_Rapid.txt
H5TY5BCXX	02-22-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-22-2018_HiSeq_ChIP_flowcellB_H5TY5BCXX_PE_Rapid.txt
HYY33BCXX	10-26-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/10-26-2016_HiSeq_ChIP_flowcellA_HYY33BCXX_SR_Rapid.txt
HTKMTBCX2	01-25-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-25-2019_HiSeq_ChIP_flowcellA_HTKMTBCX2_PE_Rapid.txt
HHC2VADXX	04-17-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-17-2015_HiSeq_ChIP_flowcellA_HHC2VADXX_PE_Rapid.txt
C5TVNACXX	01-12-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-12-2015_HiSeq_Fish_flowcellA_C5TVNACXX_PE.txt
HF27JBBXX	06-15-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-15-2016_HiSeq_DIP_flowcellB_HF27JBBXX_PE.txt
HVWT5CBX2	03-21-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-21-2019_HiSeq_ChIP_flowcellA_HVWT5CBX2_PE_Rapid.txt
HLVTVBCXX	06-15-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-15-2016_HiSeq_ChIP_flowcellA_HLVTVBCXX_SR_Rapid.txt
HAYEDADXX	11-24-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-24-2014_HiSeq_ChIP_flowcellA_HAYEDADXX_PE_Rapid.txt
H0KE8ACXX	06-11-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-11-2013_HiSeq_ChIP_flowcellA_H0KE8ACXX_SR_Rapid.txt
30RERAAXX	12-22-2008	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-22-2008_Sarah_flowcell_30RERAAXX_SR.txt
80PAAABXX	11-30-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-30-2010_HiSeq_flowcellA_80PAAABXX_SR.txt
HFF52BBXX	08-01-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-01-2016_HiSeq_DIP_flowcellA_HFF52BBXX_PE.txt
HHC7KADXX	03-26-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-26-2015_HiSeq_ChIP_flowcellA_HHC7KADXX_PE_Rapid.txt
HFM3TADXX	01-28-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-28-2015_HiSeq_ChIP_flowcellA_HFM3TADXX_SR_Rapid.txt
HAE33ADXX	08-27-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-27-2014_HiSeq_ChIP_flowcellA_HAE33ADXX_PE_Rapid.txt
H3MYTBCXX	10-20-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-20-2016_HiSeq_ChIP_flowcellA_H3MYTBCXX_PE_Rapid.txt
431T8AAXX	11-25-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-25-2009_Peter_flowcell_431T8AAXX_SR.txt
H74DBADXX	09-11-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-11-2013_HiSeq_ChIP_flowcellB_H74DBADXX_SR_Rapid.txt
HGH2FBCXY	07-24-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-24-2018_HiSeq_ChIP_flowcellA_HGH2FBCXY_SR_Rapid.txt
431V5AAXX	11-09-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-09-2009_Sarah_flowcell_431V5AAXX_SR.txt
HFTGMBBXX	10-10-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-10-2016_HiSeq_DIP_flowcellB_HFTGMBBXX_PE.txt
D0U1KACXX	04-04-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-04-2012_HiSeq_ChIP_flowcellB_D0U1KACXX_SR.txt
C23TTACXX	06-20-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-20-2013_HiSeq_Fish_flowcellA_C23TTACXX_SR.txt
C20K0ACXX	03-25-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-25-2013_HiSeq_ChIP_flowcellB_C20K0ACXX_SR.txt
D1566ACXX	08-07-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-07-2012_HiSeq_Fish_flowcellB_D1566ACXX_SR.txt
H9179ADXX	03-20-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-20-2014_HiSeq_ChIP_flowcellB_H9179ADXX_PE_Rapid.txt
D1CRHACXX	09-26-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-26-2012_HiSeq_ChIP_flowcellB_D1CRHACXX_PE.txt
ACXX	07-08-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-08-2014_HiSeq_Fish_flowcellA_ACXX_PE.txt
D156FACXX	08-09-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-09-2012_HiSeq_ChIP_flowcellA_D156FACXX_SR.txt
HMN2JADXX	08-05-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-05-2015_HiSeq_ChIP_flowcellB_HMN2JADXX_SR_Rapid.txt
H7VWTBGXG	08-27-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/08-27-2020_NextSeq550_flowcell_H7VWTBGXG_PE_HighOutput.txt
3WGFAAXX	03-06-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-06-2009_Sarah_flowcell_3WGFAAXX_SR.txt
HCHWFBBXX	09-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-12-2016_HiSeq_DIP_flowcellA_HCHWFBBXX_PE.txt
HJ535BCXX	05-17-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-17-2018_HiSeq_ChIP_flowcellA_HJ535BCXX_PE_Rapid.txt
61MY8AAXX	05-26-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-26-2010_Sarah_flowcell_61MY8AAXX_SR.txt
HJ52JBCXX	05-17-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-17-2018_HiSeq_ChIP_flowcellB_HJ52JBCXX_PE_Rapid.txt
HGG2GBCXX	03-26-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-26-2018_HiSeq_ChIP_flowcellA_HGG2GBCXX_PE_Rapid.txt
H3JV2BBXX	12-22-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-22-2015_HiSeq_Dip_flowcellA_H3JV2BBXX_SR.txt
H8G4JADXX	02-04-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-04-2014_HiSeq_ChIP_flowcellB_H8G4JADXX_PE_Rapid.txt
H8P26ADXX	04-12-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-12-2014_HiSeq_ChIP_flowcellB_H8P26ADXX_SR_Rapid.txt
HFKT2BCXY	04-10-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-10-2018_HiSeq_ChIP_flowcellB_HFKT2BCXY_SR_Rapid.txt
634VLAAXX	03-30-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-30-2011_Sarah_flowcell_634VLAAXX_SR.txt
D19UUACXX	11-09-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-09-2012_HiSeq_Chip_flowcellA_D19UUACXX_SR.txt
HBBPVADXX	12-15-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-15-2014_HiSeq_ChIP_flowcellB_HBBPVADXX_PE_Rapid.txt
HMWYTBCXX	10-11-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-11-2018_HiSeq_ChIP_flowcellA_BCXX_HMWYTPE_Rapid.txt
42LRYAAXX	08-24-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-24-2009_Sarah_flowcell_42LRYAAXX_SR.txt
H7KECADXX	11-19-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-19-2013_HiSeq_ChIP_flowcellB_H7KECADXX_SR_Rapid.txt
HALLPADXX	09-24-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-24-2014_HiSeq_ChIP_flowcellB_HALLPADXX_PE_Rapid.txt
H8TU8ADXX	02-27-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-27-2014_HiSeq_ChIP_flowcellB_H8TU8ADXX_PE_Rapid.txt
C16BVACXX	12-28-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-28-2012_HiSeq_ChIP_flowcellB_C16BVACXX_SR.txt
80LJVABXX	12-09-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-09-2010_HiSeq_flowcellA_80LJVABXX_SR.txt
D0TYJACXX	03-27-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-27-2012_HiSeq_ChIP_flowcellB_D0TYJACXX_SR.txt
H99Y6ADXX	05-07-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-07-2014_HiSeq_ChIP_flowcellA_H99Y6ADXX_PE_Rapid.txt
C4JGAACXX	04-22-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-22-2014_HiSeq_Fish_flowcellB_C4JGAACXX_SR.txt
ACXX	03-24-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-24-2014_HiSeq_Fish_flowcellB_ACXX_SR.txt
HLGJ2BCXX	05-18-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-18-2017_HiSeq_ChIP_flowcellA_HLGJ2BCXX_PE_Rapid.txt
HVLLLADXX	08-06-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-06-2015_HiSeq_ChIP_flowcellA_HVLLLADXX_PE_Rapid.txt
HGFWLBCXX	04-12-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-12-2018_HiSeq_ChIP_flowcellA_HGFWLBCXX_PE_Rapid.txt
C0KC4ACXX	04-19-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-19-2012_HiSeq_ChIP_flowcellB_C0KC4ACXX_SR.txt
HV5TLBCXX	09-29-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-29-2017_HiSeq_ChIP_flowcellB_HV5TLBCXX_PE_Rapid.txt
D10M5ACXX	07-02-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-02-2012_HiSeq_Fish_flowcellA_D10M5ACXX_SR.txt
C2DJMACXX	11-20-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-20-2013_HiSeq_Fish_flowcellA_C2DJMACXX_PE.txt
C69DTACXX	01-29-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-29-2015_HiSeq_Fish_flowcellB_C69DTACXX_SR.txt
3WNVAAXX	03-20-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-20-2009_Sarah_flowcell_3WNVAAXX_SR.txt
617LNAAXX	03-12-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-12-2010_Sarah_flowcell_617LNAAXX_SR.txt
D156JACXX	08-06-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-06-2012_HiSeq_Fish_flowcellA_D156JACXX_SR.txt
HFJYNADXX	02-02-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-02-2015_HiSeq_ChIP_flowcellA_HFJYNADXX_SR_Rapid.txt
H86MGADXX	12-17-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-17-2013_HiSeq_ChIP_flowcellA_H86MGADXX_SR_Rapid.txt
61MWGAAXX	05-05-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-05-2010_Sarah_flowcell_61MWGAAXX_SR.txt
